Portas;Bloco_Publico;Bloco_Privado
37312 - 39327;186.0.148.131;100.64.6.67
37312 - 39327;186.0.148.132;100.64.6.68
37312 - 39327;186.0.148.133;100.64.6.69
37312 - 39327;186.0.148.134;100.64.6.70
37312 - 39327;186.0.148.135;100.64.6.71
37312 - 39327;186.0.148.136;100.64.6.72
37312 - 39327;186.0.148.137;100.64.6.73
37312 - 39327;186.0.148.138;100.64.6.74
37312 - 39327;186.0.148.139;100.64.6.75
37312 - 39327;186.0.148.140;100.64.6.76
37312 - 39327;186.0.148.141;100.64.6.77
37312 - 39327;186.0.148.142;100.64.6.78
37312 - 39327;186.0.148.143;100.64.6.79
37312 - 39327;186.0.148.144;100.64.6.80
37312 - 39327;186.0.148.145;100.64.6.81
37312 - 39327;186.0.148.146;100.64.6.82
37312 - 39327;186.0.148.147;100.64.6.83
37312 - 39327;186.0.148.148;100.64.6.84
37312 - 39327;186.0.148.149;100.64.6.85
37312 - 39327;186.0.148.150;100.64.6.86
37312 - 39327;186.0.148.151;100.64.6.87
37312 - 39327;186.0.148.152;100.64.6.88
37312 - 39327;186.0.148.153;100.64.6.89
37312 - 39327;186.0.148.154;100.64.6.90
37312 - 39327;186.0.148.155;100.64.6.91
37312 - 39327;186.0.148.156;100.64.6.92
37312 - 39327;186.0.148.157;100.64.6.93
37312 - 39327;186.0.148.158;100.64.6.94
37312 - 39327;186.0.148.159;100.64.6.95
39328 - 41343;186.0.148.128;100.64.6.96
39328 - 41343;186.0.148.129;100.64.6.97
39328 - 41343;186.0.148.130;100.64.6.98
39328 - 41343;186.0.148.131;100.64.6.99
39328 - 41343;186.0.148.132;100.64.6.100
39328 - 41343;186.0.148.133;100.64.6.101
39328 - 41343;186.0.148.134;100.64.6.102
39328 - 41343;186.0.148.135;100.64.6.103
39328 - 41343;186.0.148.136;100.64.6.104
39328 - 41343;186.0.148.137;100.64.6.105
39328 - 41343;186.0.148.138;100.64.6.106
39328 - 41343;186.0.148.139;100.64.6.107
39328 - 41343;186.0.148.140;100.64.6.108
39328 - 41343;186.0.148.141;100.64.6.109
39328 - 41343;186.0.148.142;100.64.6.110
39328 - 41343;186.0.148.143;100.64.6.111
39328 - 41343;186.0.148.144;100.64.6.112
39328 - 41343;186.0.148.145;100.64.6.113
39328 - 41343;186.0.148.146;100.64.6.114
39328 - 41343;186.0.148.147;100.64.6.115
39328 - 41343;186.0.148.148;100.64.6.116
39328 - 41343;186.0.148.149;100.64.6.117
39328 - 41343;186.0.148.150;100.64.6.118
39328 - 41343;186.0.148.151;100.64.6.119
39328 - 41343;186.0.148.152;100.64.6.120
39328 - 41343;186.0.148.153;100.64.6.121
39328 - 41343;186.0.148.154;100.64.6.122
39328 - 41343;186.0.148.155;100.64.6.123
39328 - 41343;186.0.148.156;100.64.6.124
39328 - 41343;186.0.148.157;100.64.6.125
39328 - 41343;186.0.148.158;100.64.6.126
39328 - 41343;186.0.148.159;100.64.6.127
41344 - 43359;186.0.148.128;100.64.6.128
41344 - 43359;186.0.148.129;100.64.6.129
41344 - 43359;186.0.148.130;100.64.6.130
41344 - 43359;186.0.148.131;100.64.6.131
41344 - 43359;186.0.148.132;100.64.6.132
41344 - 43359;186.0.148.133;100.64.6.133
41344 - 43359;186.0.148.134;100.64.6.134
41344 - 43359;186.0.148.135;100.64.6.135
41344 - 43359;186.0.148.136;100.64.6.136
41344 - 43359;186.0.148.137;100.64.6.137
41344 - 43359;186.0.148.138;100.64.6.138
41344 - 43359;186.0.148.139;100.64.6.139
41344 - 43359;186.0.148.140;100.64.6.140
41344 - 43359;186.0.148.141;100.64.6.141
41344 - 43359;186.0.148.142;100.64.6.142
41344 - 43359;186.0.148.143;100.64.6.143
41344 - 43359;186.0.148.144;100.64.6.144
41344 - 43359;186.0.148.145;100.64.6.145
41344 - 43359;186.0.148.146;100.64.6.146
41344 - 43359;186.0.148.147;100.64.6.147
41344 - 43359;186.0.148.148;100.64.6.148
41344 - 43359;186.0.148.149;100.64.6.149
41344 - 43359;186.0.148.150;100.64.6.150
41344 - 43359;186.0.148.151;100.64.6.151
41344 - 43359;186.0.148.152;100.64.6.152
41344 - 43359;186.0.148.153;100.64.6.153
41344 - 43359;186.0.148.154;100.64.6.154
41344 - 43359;186.0.148.155;100.64.6.155
41344 - 43359;186.0.148.156;100.64.6.156
41344 - 43359;186.0.148.157;100.64.6.157
41344 - 43359;186.0.148.158;100.64.6.158
41344 - 43359;186.0.148.159;100.64.6.159
43360 - 45375;186.0.148.128;100.64.6.160
43360 - 45375;186.0.148.129;100.64.6.161
43360 - 45375;186.0.148.130;100.64.6.162
43360 - 45375;186.0.148.131;100.64.6.163
43360 - 45375;186.0.148.132;100.64.6.164
43360 - 45375;186.0.148.133;100.64.6.165
43360 - 45375;186.0.148.134;100.64.6.166
43360 - 45375;186.0.148.135;100.64.6.167
43360 - 45375;186.0.148.136;100.64.6.168
43360 - 45375;186.0.148.137;100.64.6.169
43360 - 45375;186.0.148.138;100.64.6.170
43360 - 45375;186.0.148.139;100.64.6.171
43360 - 45375;186.0.148.140;100.64.6.172
43360 - 45375;186.0.148.141;100.64.6.173
43360 - 45375;186.0.148.142;100.64.6.174
43360 - 45375;186.0.148.143;100.64.6.175
43360 - 45375;186.0.148.144;100.64.6.176
43360 - 45375;186.0.148.145;100.64.6.177
43360 - 45375;186.0.148.146;100.64.6.178
43360 - 45375;186.0.148.147;100.64.6.179
43360 - 45375;186.0.148.148;100.64.6.180
43360 - 45375;186.0.148.149;100.64.6.181
43360 - 45375;186.0.148.150;100.64.6.182
43360 - 45375;186.0.148.151;100.64.6.183
43360 - 45375;186.0.148.152;100.64.6.184
43360 - 45375;186.0.148.153;100.64.6.185
43360 - 45375;186.0.148.154;100.64.6.186
43360 - 45375;186.0.148.155;100.64.6.187
43360 - 45375;186.0.148.156;100.64.6.188
43360 - 45375;186.0.148.157;100.64.6.189
43360 - 45375;186.0.148.158;100.64.6.190
43360 - 45375;186.0.148.159;100.64.6.191
45376 - 47391;186.0.148.128;100.64.6.192
45376 - 47391;186.0.148.129;100.64.6.193
45376 - 47391;186.0.148.130;100.64.6.194
45376 - 47391;186.0.148.131;100.64.6.195
45376 - 47391;186.0.148.132;100.64.6.196
45376 - 47391;186.0.148.133;100.64.6.197
45376 - 47391;186.0.148.134;100.64.6.198
45376 - 47391;186.0.148.135;100.64.6.199
45376 - 47391;186.0.148.136;100.64.6.200
45376 - 47391;186.0.148.137;100.64.6.201
45376 - 47391;186.0.148.138;100.64.6.202
45376 - 47391;186.0.148.139;100.64.6.203
45376 - 47391;186.0.148.140;100.64.6.204
45376 - 47391;186.0.148.141;100.64.6.205
45376 - 47391;186.0.148.142;100.64.6.206
45376 - 47391;186.0.148.143;100.64.6.207
45376 - 47391;186.0.148.144;100.64.6.208
45376 - 47391;186.0.148.145;100.64.6.209
45376 - 47391;186.0.148.146;100.64.6.210
45376 - 47391;186.0.148.147;100.64.6.211
45376 - 47391;186.0.148.148;100.64.6.212
45376 - 47391;186.0.148.149;100.64.6.213
45376 - 47391;186.0.148.150;100.64.6.214
45376 - 47391;186.0.148.151;100.64.6.215
45376 - 47391;186.0.148.152;100.64.6.216
45376 - 47391;186.0.148.153;100.64.6.217
45376 - 47391;186.0.148.154;100.64.6.218
45376 - 47391;186.0.148.155;100.64.6.219
45376 - 47391;186.0.148.156;100.64.6.220
45376 - 47391;186.0.148.157;100.64.6.221
45376 - 47391;186.0.148.158;100.64.6.222
45376 - 47391;186.0.148.159;100.64.6.223
47392 - 49407;186.0.148.128;100.64.6.224
47392 - 49407;186.0.148.129;100.64.6.225
47392 - 49407;186.0.148.130;100.64.6.226
47392 - 49407;186.0.148.131;100.64.6.227
47392 - 49407;186.0.148.132;100.64.6.228
47392 - 49407;186.0.148.133;100.64.6.229
47392 - 49407;186.0.148.134;100.64.6.230
47392 - 49407;186.0.148.135;100.64.6.231
47392 - 49407;186.0.148.136;100.64.6.232
47392 - 49407;186.0.148.137;100.64.6.233
47392 - 49407;186.0.148.138;100.64.6.234
47392 - 49407;186.0.148.139;100.64.6.235
47392 - 49407;186.0.148.140;100.64.6.236
47392 - 49407;186.0.148.141;100.64.6.237
47392 - 49407;186.0.148.142;100.64.6.238
47392 - 49407;186.0.148.143;100.64.6.239
47392 - 49407;186.0.148.144;100.64.6.240
47392 - 49407;186.0.148.145;100.64.6.241
47392 - 49407;186.0.148.146;100.64.6.242
47392 - 49407;186.0.148.147;100.64.6.243
47392 - 49407;186.0.148.148;100.64.6.244
47392 - 49407;186.0.148.149;100.64.6.245
47392 - 49407;186.0.148.150;100.64.6.246
47392 - 49407;186.0.148.151;100.64.6.247
47392 - 49407;186.0.148.152;100.64.6.248
47392 - 49407;186.0.148.153;100.64.6.249
47392 - 49407;186.0.148.154;100.64.6.250
47392 - 49407;186.0.148.155;100.64.6.251
47392 - 49407;186.0.148.156;100.64.6.252
47392 - 49407;186.0.148.157;100.64.6.253
47392 - 49407;186.0.148.158;100.64.6.254
47392 - 49407;186.0.148.159;100.64.6.255
49408 - 51423;186.0.148.128;100.64.7.0
49408 - 51423;186.0.148.129;100.64.7.1
49408 - 51423;186.0.148.130;100.64.7.2
49408 - 51423;186.0.148.131;100.64.7.3
49408 - 51423;186.0.148.132;100.64.7.4
49408 - 51423;186.0.148.133;100.64.7.5
49408 - 51423;186.0.148.134;100.64.7.6
49408 - 51423;186.0.148.135;100.64.7.7
49408 - 51423;186.0.148.136;100.64.7.8
49408 - 51423;186.0.148.137;100.64.7.9
49408 - 51423;186.0.148.138;100.64.7.10
49408 - 51423;186.0.148.139;100.64.7.11
49408 - 51423;186.0.148.140;100.64.7.12
49408 - 51423;186.0.148.141;100.64.7.13
49408 - 51423;186.0.148.142;100.64.7.14
49408 - 51423;186.0.148.143;100.64.7.15
49408 - 51423;186.0.148.144;100.64.7.16
49408 - 51423;186.0.148.145;100.64.7.17
49408 - 51423;186.0.148.146;100.64.7.18
49408 - 51423;186.0.148.147;100.64.7.19
49408 - 51423;186.0.148.148;100.64.7.20
49408 - 51423;186.0.148.149;100.64.7.21
49408 - 51423;186.0.148.150;100.64.7.22
49408 - 51423;186.0.148.151;100.64.7.23
49408 - 51423;186.0.148.152;100.64.7.24
49408 - 51423;186.0.148.153;100.64.7.25
49408 - 51423;186.0.148.154;100.64.7.26
49408 - 51423;186.0.148.155;100.64.7.27
49408 - 51423;186.0.148.156;100.64.7.28
49408 - 51423;186.0.148.157;100.64.7.29
49408 - 51423;186.0.148.158;100.64.7.30
49408 - 51423;186.0.148.159;100.64.7.31
51424 - 53439;186.0.148.128;100.64.7.32
51424 - 53439;186.0.148.129;100.64.7.33
51424 - 53439;186.0.148.130;100.64.7.34
51424 - 53439;186.0.148.131;100.64.7.35
51424 - 53439;186.0.148.132;100.64.7.36
51424 - 53439;186.0.148.133;100.64.7.37
51424 - 53439;186.0.148.134;100.64.7.38
51424 - 53439;186.0.148.135;100.64.7.39
51424 - 53439;186.0.148.136;100.64.7.40
51424 - 53439;186.0.148.137;100.64.7.41
51424 - 53439;186.0.148.138;100.64.7.42
51424 - 53439;186.0.148.139;100.64.7.43
51424 - 53439;186.0.148.140;100.64.7.44
51424 - 53439;186.0.148.141;100.64.7.45
51424 - 53439;186.0.148.142;100.64.7.46
51424 - 53439;186.0.148.143;100.64.7.47
51424 - 53439;186.0.148.144;100.64.7.48
51424 - 53439;186.0.148.145;100.64.7.49
51424 - 53439;186.0.148.146;100.64.7.50
51424 - 53439;186.0.148.147;100.64.7.51
51424 - 53439;186.0.148.148;100.64.7.52
51424 - 53439;186.0.148.149;100.64.7.53
51424 - 53439;186.0.148.150;100.64.7.54
51424 - 53439;186.0.148.151;100.64.7.55
51424 - 53439;186.0.148.152;100.64.7.56
51424 - 53439;186.0.148.153;100.64.7.57
51424 - 53439;186.0.148.154;100.64.7.58
51424 - 53439;186.0.148.155;100.64.7.59
51424 - 53439;186.0.148.156;100.64.7.60
51424 - 53439;186.0.148.157;100.64.7.61
51424 - 53439;186.0.148.158;100.64.7.62
51424 - 53439;186.0.148.159;100.64.7.63
53440 - 55455;186.0.148.128;100.64.7.64
53440 - 55455;186.0.148.129;100.64.7.65
53440 - 55455;186.0.148.130;100.64.7.66
53440 - 55455;186.0.148.131;100.64.7.67
53440 - 55455;186.0.148.132;100.64.7.68
53440 - 55455;186.0.148.133;100.64.7.69
53440 - 55455;186.0.148.134;100.64.7.70
53440 - 55455;186.0.148.135;100.64.7.71
53440 - 55455;186.0.148.136;100.64.7.72
53440 - 55455;186.0.148.137;100.64.7.73
53440 - 55455;186.0.148.138;100.64.7.74
53440 - 55455;186.0.148.139;100.64.7.75
53440 - 55455;186.0.148.140;100.64.7.76
53440 - 55455;186.0.148.141;100.64.7.77
53440 - 55455;186.0.148.142;100.64.7.78
53440 - 55455;186.0.148.143;100.64.7.79
53440 - 55455;186.0.148.144;100.64.7.80
53440 - 55455;186.0.148.145;100.64.7.81
53440 - 55455;186.0.148.146;100.64.7.82
53440 - 55455;186.0.148.147;100.64.7.83
53440 - 55455;186.0.148.148;100.64.7.84
53440 - 55455;186.0.148.149;100.64.7.85
53440 - 55455;186.0.148.150;100.64.7.86
53440 - 55455;186.0.148.151;100.64.7.87
53440 - 55455;186.0.148.152;100.64.7.88
53440 - 55455;186.0.148.153;100.64.7.89
53440 - 55455;186.0.148.154;100.64.7.90
53440 - 55455;186.0.148.155;100.64.7.91
53440 - 55455;186.0.148.156;100.64.7.92
53440 - 55455;186.0.148.157;100.64.7.93
53440 - 55455;186.0.148.158;100.64.7.94
53440 - 55455;186.0.148.159;100.64.7.95
55456 - 57471;186.0.148.128;100.64.7.96
55456 - 57471;186.0.148.129;100.64.7.97
55456 - 57471;186.0.148.130;100.64.7.98
55456 - 57471;186.0.148.131;100.64.7.99
55456 - 57471;186.0.148.132;100.64.7.100
55456 - 57471;186.0.148.133;100.64.7.101
55456 - 57471;186.0.148.134;100.64.7.102
55456 - 57471;186.0.148.135;100.64.7.103
55456 - 57471;186.0.148.136;100.64.7.104
55456 - 57471;186.0.148.137;100.64.7.105
55456 - 57471;186.0.148.138;100.64.7.106
55456 - 57471;186.0.148.139;100.64.7.107
55456 - 57471;186.0.148.140;100.64.7.108
55456 - 57471;186.0.148.141;100.64.7.109
55456 - 57471;186.0.148.142;100.64.7.110
55456 - 57471;186.0.148.143;100.64.7.111
55456 - 57471;186.0.148.144;100.64.7.112
55456 - 57471;186.0.148.145;100.64.7.113
55456 - 57471;186.0.148.146;100.64.7.114
55456 - 57471;186.0.148.147;100.64.7.115
55456 - 57471;186.0.148.148;100.64.7.116
55456 - 57471;186.0.148.149;100.64.7.117
55456 - 57471;186.0.148.150;100.64.7.118
55456 - 57471;186.0.148.151;100.64.7.119
55456 - 57471;186.0.148.152;100.64.7.120
55456 - 57471;186.0.148.153;100.64.7.121
55456 - 57471;186.0.148.154;100.64.7.122
55456 - 57471;186.0.148.155;100.64.7.123
55456 - 57471;186.0.148.156;100.64.7.124
55456 - 57471;186.0.148.157;100.64.7.125
55456 - 57471;186.0.148.158;100.64.7.126
55456 - 57471;186.0.148.159;100.64.7.127
57472 - 59487;186.0.148.128;100.64.7.128
57472 - 59487;186.0.148.129;100.64.7.129
57472 - 59487;186.0.148.130;100.64.7.130
57472 - 59487;186.0.148.131;100.64.7.131
57472 - 59487;186.0.148.132;100.64.7.132
57472 - 59487;186.0.148.133;100.64.7.133
57472 - 59487;186.0.148.134;100.64.7.134
57472 - 59487;186.0.148.135;100.64.7.135
57472 - 59487;186.0.148.136;100.64.7.136
57472 - 59487;186.0.148.137;100.64.7.137
57472 - 59487;186.0.148.138;100.64.7.138
57472 - 59487;186.0.148.139;100.64.7.139
57472 - 59487;186.0.148.140;100.64.7.140
57472 - 59487;186.0.148.141;100.64.7.141
57472 - 59487;186.0.148.142;100.64.7.142
57472 - 59487;186.0.148.143;100.64.7.143
57472 - 59487;186.0.148.144;100.64.7.144
57472 - 59487;186.0.148.145;100.64.7.145
57472 - 59487;186.0.148.146;100.64.7.146
57472 - 59487;186.0.148.147;100.64.7.147
57472 - 59487;186.0.148.148;100.64.7.148
57472 - 59487;186.0.148.149;100.64.7.149
57472 - 59487;186.0.148.150;100.64.7.150
57472 - 59487;186.0.148.151;100.64.7.151
57472 - 59487;186.0.148.152;100.64.7.152
57472 - 59487;186.0.148.153;100.64.7.153
57472 - 59487;186.0.148.154;100.64.7.154
57472 - 59487;186.0.148.155;100.64.7.155
57472 - 59487;186.0.148.156;100.64.7.156
57472 - 59487;186.0.148.157;100.64.7.157
57472 - 59487;186.0.148.158;100.64.7.158
57472 - 59487;186.0.148.159;100.64.7.159
59488 - 61503;186.0.148.128;100.64.7.160
59488 - 61503;186.0.148.129;100.64.7.161
59488 - 61503;186.0.148.130;100.64.7.162
59488 - 61503;186.0.148.131;100.64.7.163
59488 - 61503;186.0.148.132;100.64.7.164
59488 - 61503;186.0.148.133;100.64.7.165
59488 - 61503;186.0.148.134;100.64.7.166
59488 - 61503;186.0.148.135;100.64.7.167
59488 - 61503;186.0.148.136;100.64.7.168
59488 - 61503;186.0.148.137;100.64.7.169
59488 - 61503;186.0.148.138;100.64.7.170
59488 - 61503;186.0.148.139;100.64.7.171
59488 - 61503;186.0.148.140;100.64.7.172
59488 - 61503;186.0.148.141;100.64.7.173
59488 - 61503;186.0.148.142;100.64.7.174
59488 - 61503;186.0.148.143;100.64.7.175
59488 - 61503;186.0.148.144;100.64.7.176
59488 - 61503;186.0.148.145;100.64.7.177
59488 - 61503;186.0.148.146;100.64.7.178
59488 - 61503;186.0.148.147;100.64.7.179
59488 - 61503;186.0.148.148;100.64.7.180
59488 - 61503;186.0.148.149;100.64.7.181
59488 - 61503;186.0.148.150;100.64.7.182
59488 - 61503;186.0.148.151;100.64.7.183
59488 - 61503;186.0.148.152;100.64.7.184
59488 - 61503;186.0.148.153;100.64.7.185
59488 - 61503;186.0.148.154;100.64.7.186
59488 - 61503;186.0.148.155;100.64.7.187
59488 - 61503;186.0.148.156;100.64.7.188
59488 - 61503;186.0.148.157;100.64.7.189
59488 - 61503;186.0.148.158;100.64.7.190
59488 - 61503;186.0.148.159;100.64.7.191
61504 - 63519;186.0.148.128;100.64.7.192
61504 - 63519;186.0.148.129;100.64.7.193
61504 - 63519;186.0.148.130;100.64.7.194
61504 - 63519;186.0.148.131;100.64.7.195
61504 - 63519;186.0.148.132;100.64.7.196
61504 - 63519;186.0.148.133;100.64.7.197
61504 - 63519;186.0.148.134;100.64.7.198
61504 - 63519;186.0.148.135;100.64.7.199
61504 - 63519;186.0.148.136;100.64.7.200
61504 - 63519;186.0.148.137;100.64.7.201
61504 - 63519;186.0.148.138;100.64.7.202
61504 - 63519;186.0.148.139;100.64.7.203
61504 - 63519;186.0.148.140;100.64.7.204
61504 - 63519;186.0.148.141;100.64.7.205
61504 - 63519;186.0.148.142;100.64.7.206
61504 - 63519;186.0.148.143;100.64.7.207
61504 - 63519;186.0.148.144;100.64.7.208
61504 - 63519;186.0.148.145;100.64.7.209
61504 - 63519;186.0.148.146;100.64.7.210
61504 - 63519;186.0.148.147;100.64.7.211
61504 - 63519;186.0.148.148;100.64.7.212
61504 - 63519;186.0.148.149;100.64.7.213
61504 - 63519;186.0.148.150;100.64.7.214
61504 - 63519;186.0.148.151;100.64.7.215
61504 - 63519;186.0.148.152;100.64.7.216
61504 - 63519;186.0.148.153;100.64.7.217
61504 - 63519;186.0.148.154;100.64.7.218
61504 - 63519;186.0.148.155;100.64.7.219
61504 - 63519;186.0.148.156;100.64.7.220
61504 - 63519;186.0.148.157;100.64.7.221
61504 - 63519;186.0.148.158;100.64.7.222
61504 - 63519;186.0.148.159;100.64.7.223
63520 - 65535;186.0.148.128;100.64.7.224
63520 - 65535;186.0.148.129;100.64.7.225
63520 - 65535;186.0.148.130;100.64.7.226
63520 - 65535;186.0.148.131;100.64.7.227
63520 - 65535;186.0.148.132;100.64.7.228
63520 - 65535;186.0.148.133;100.64.7.229
63520 - 65535;186.0.148.134;100.64.7.230
63520 - 65535;186.0.148.135;100.64.7.231
63520 - 65535;186.0.148.136;100.64.7.232
63520 - 65535;186.0.148.137;100.64.7.233
63520 - 65535;186.0.148.138;100.64.7.234
63520 - 65535;186.0.148.139;100.64.7.235
63520 - 65535;186.0.148.140;100.64.7.236
63520 - 65535;186.0.148.141;100.64.7.237
63520 - 65535;186.0.148.142;100.64.7.238
63520 - 65535;186.0.148.143;100.64.7.239
63520 - 65535;186.0.148.144;100.64.7.240
63520 - 65535;186.0.148.145;100.64.7.241
63520 - 65535;186.0.148.146;100.64.7.242
63520 - 65535;186.0.148.147;100.64.7.243
63520 - 65535;186.0.148.148;100.64.7.244
63520 - 65535;186.0.148.149;100.64.7.245
63520 - 65535;186.0.148.150;100.64.7.246
63520 - 65535;186.0.148.151;100.64.7.247
63520 - 65535;186.0.148.152;100.64.7.248
63520 - 65535;186.0.148.153;100.64.7.249
63520 - 65535;186.0.148.154;100.64.7.250
63520 - 65535;186.0.148.155;100.64.7.251
63520 - 65535;186.0.148.156;100.64.7.252
63520 - 65535;186.0.148.157;100.64.7.253
63520 - 65535;186.0.148.158;100.64.7.254
63520 - 65535;186.0.148.159;100.64.7.255
